employee_id,day,shift_id,shift_start,shift_end,group
P0118,8,P2,11:00,15:00,7
P0119,8,P2,11:00,15:00,7
P0120,8,P2,11:00,15:00,7
P0121,8,P2,11:00,15:00,7
P0122,8,P2,11:00,15:00,7
P0123,8,P2,11:00,15:00,9
P0124,8,P2,11:00,15:00,9
P0125,8,P2,11:00,15:00,9
P0126,8,P2,11:00,15:00,9
P0127,8,P2,11:00,15:00,9
P0128,8,P2,11:00,15:00,9
P0129,8,P2,11:00,15:00,9
P0130,8,P2,11:00,15:00,9
P0131,8,P2,11:00,15:00,9
P0132,8,P2,11:00,15:00,9
P0133,8,P2,11:00,15:00,10
P0134,8,P2,11:00,15:00,10
P0135,8,P2,11:00,15:00,10
P0136,8,P2,11:00,15:00,10
P0137,8,P2,11:00,15:00,10
P0138,8,P2,11:00,15:00,10
P0139,8,P2,11:00,15:00,10
P0140,8,P2,11:00,15:00,10
P0141,8,P2,11:00,15:00,10
P0142,8,P2,11:00,15:00,10
P0143,8,P2,11:00,15:00,10
P0144,8,P2,11:00,15:00,10
P0145,8,P2,11:00,15:00,10
P0146,8,P2,11:00,15:00,10
P0147,8,P2,11:00,15:00,10
P0148,8,P2,11:00,15:00,10
P0149,8,P2,11:00,15:00,10
P0150,8,P2,11:00,15:00,10
P0151,8,P2,11:00,15:00,10
P0152,8,P2,11:00,15:00,10
P0153,8,P2,11:00,15:00,10
P0154,8,P2,11:00,15:00,10
P0155,8,P2,11:00,15:00,10
P0156,8,P3,12:00,16:00,2
P0157,8,P3,12:00,16:00,2
P0158,8,P3,12:00,16:00,8
P0159,8,P3,12:00,16:00,8
P0160,8,P3,12:00,16:00,8
P0161,8,P3,12:00,16:00,8
P0162,8,P3,12:00,16:00,8
P0163,8,P3,12:00,16:00,8
P0164,8,P3,12:00,16:00,8
P0165,8,P3,12:00,16:00,8
P0166,8,P3,12:00,16:00,8
P0167,8,P3,12:00,16:00,8
P0168,8,P3,12:00,16:00,8
P0169,8,P3,12:00,16:00,8
P0170,8,P3,12:00,16:00,8
P0171,8,P3,12:00,16:00,8
P0172,8,P3,12:00,16:00,8
P0173,8,P3,12:00,16:00,8
P0174,8,P3,12:00,16:00,8
P0175,8,P3,12:00,16:00,8
P0176,8,P3,12:00,16:00,8
P0177,8,P3,12:00,16:00,8
P0178,8,P3,12:00,16:00,8
P0179,8,P4,13:00,17:00,1
P0180,8,P4,13:00,17:00,1
P0181,8,P4,13:00,17:00,1
P0182,8,P4,13:00,17:00,4
P0183,8,P4,13:00,17:00,4
P0184,8,P4,13:00,17:00,4
P0185,8,P4,13:00,17:00,4
P0186,8,P4,13:00,17:00,4
P0187,8,P4,13:00,17:00,4
P0188,8,P4,13:00,17:00,4
P0189,8,P4,13:00,17:00,4
P0190,8,P4,13:00,17:00,4
P0191,8,P4,13:00,17:00,4
P0192,8,P4,13:00,17:00,4
P0193,8,P4,13:00,17:00,7
P0194,8,P4,13:00,17:00,7
P0195,8,P4,13:00,17:00,7
P0196,8,P4,13:00,17:00,7
P0197,8,P4,13:00,17:00,7
P0198,8,P4,13:00,17:00,7
P0199,8,P4,13:00,17:00,7
P0200,8,P4,13:00,17:00,7
P0201,8,P4,13:00,17:00,7
P0202,8,P4,13:00,17:00,7
P0203,8,P4,13:00,17:00,7
P0204,8,P4,13:00,17:00,7
P0205,8,P4,13:00,17:00,9
P0206,8,P4,13:00,17:00,9
P0001,9,P1,10:00,14:00,3
P0002,9,P1,10:00,14:00,3
P0003,9,P1,10:00,14:00,3
P0004,9,P1,10:00,14:00,3
P0005,9,P1,10:00,14:00,3
P0006,9,P1,10:00,14:00,3
P0007,9,P1,10:00,14:00,3
P0008,9,P1,10:00,14:00,6
P0009,9,P1,10:00,14:00,6
P0010,9,P1,10:00,14:00,6
P0011,9,P1,10:00,14:00,6
P0012,9,P1,10:00,14:00,7
P0013,9,P1,10:00,14:00,7
P0014,9,P1,10:00,14:00,7
P0015,9,P1,10:00,14:00,7
P0016,9,P1,10:00,14:00,7
P0017,9,P1,10:00,14:00,7
P0018,9,P1,10:00,14:00,7
P0019,9,P1,10:00,14:00,7
P0020,9,P1,10:00,14:00,7
P0021,9,P1,10:00,14:00,7
P0022,9,P1,10:00,14:00,7
P0023,9,P1,10:00,14:00,10
P0024,9,P1,10:00,14:00,10
P0025,9,P1,10:00,14:00,10
P0026,9,P2,11:00,15:00,1
P0027,9,P2,11:00,15:00,1
P0028,9,P2,11:00,15:00,1
P0029,9,P2,11:00,15:00,1
P0030,9,P2,11:00,15:00,1
P0031,9,P2,11:00,15:00,1
P0032,9,P2,11:00,15:00,1
P0033,9,P2,11:00,15:00,1
P0034,9,P2,11:00,15:00,1
P0035,9,P2,11:00,15:00,1
P0036,9,P2,11:00,15:00,1
P0037,9,P2,11:00,15:00,1
P0038,9,P2,11:00,15:00,1
P0039,9,P2,11:00,15:00,1
P0040,9,P2,11:00,15:00,1
P0041,9,P2,11:00,15:00,1
P0042,9,P2,11:00,15:00,1
P0043,9,P2,11:00,15:00,1
P0044,9,P2,11:00,15:00,1
P0045,9,P2,11:00,15:00,1
P0046,9,P2,11:00,15:00,2
P0047,9,P2,11:00,15:00,2
P0048,9,P2,11:00,15:00,2
P0049,9,P2,11:00,15:00,2
P0050,9,P2,11:00,15:00,2
P0051,9,P2,11:00,15:00,2
P0052,9,P2,11:00,15:00,2
P0053,9,P2,11:00,15:00,2
P0054,9,P2,11:00,15:00,2
P0055,9,P2,11:00,15:00,2
P0056,9,P2,11:00,15:00,2
P0057,9,P2,11:00,15:00,2
P0058,9,P2,11:00,15:00,2
P0059,9,P2,11:00,15:00,2
P0060,9,P2,11:00,15:00,2
P0061,9,P2,11:00,15:00,2
P0062,9,P2,11:00,15:00,2
P0063,9,P2,11:00,15:00,2
P0064,9,P2,11:00,15:00,2
P0065,9,P2,11:00,15:00,2
P0066,9,P2,11:00,15:00,4
P0067,9,P2,11:00,15:00,4
P0068,9,P2,11:00,15:00,4
P0069,9,P2,11:00,15:00,4
P0070,9,P2,11:00,15:00,4
P0071,9,P2,11:00,15:00,4
P0072,9,P2,11:00,15:00,4
P0073,9,P2,11:00,15:00,4
P0074,9,P2,11:00,15:00,4
P0075,9,P2,11:00,15:00,4
P0076,9,P2,11:00,15:00,4
P0077,9,P2,11:00,15:00,4
P0078,9,P2,11:00,15:00,4
P0079,9,P2,11:00,15:00,4
P0080,9,P2,11:00,15:00,4
P0081,9,P2,11:00,15:00,4
P0082,9,P2,11:00,15:00,4
P0083,9,P2,11:00,15:00,4
P0084,9,P2,11:00,15:00,4
P0085,9,P2,11:00,15:00,4
P0086,9,P2,11:00,15:00,4
P0087,9,P2,11:00,15:00,4
P0088,9,P2,11:00,15:00,4
P0089,9,P2,11:00,15:00,4
P0090,9,P2,11:00,15:00,4
P0091,9,P2,11:00,15:00,4
P0092,9,P2,11:00,15:00,4
P0093,9,P2,11:00,15:00,4
P0094,9,P2,11:00,15:00,4
P0095,9,P2,11:00,15:00,4
P0096,9,P2,11:00,15:00,6
P0097,9,P2,11:00,15:00,6
P0098,9,P2,11:00,15:00,6
P0099,9,P2,11:00,15:00,6
P0100,9,P2,11:00,15:00,6
P0101,9,P2,11:00,15:00,6
P0102,9,P2,11:00,15:00,6
P0103,9,P2,11:00,15:00,6
P0104,9,P2,11:00,15:00,6
P0105,9,P2,11:00,15:00,6
P0106,9,P2,11:00,15:00,6
P0107,9,P2,11:00,15:00,6
P0108,9,P2,11:00,15:00,6
P0109,9,P2,11:00,15:00,7
P0110,9,P2,11:00,15:00,7
P0111,9,P2,11:00,15:00,7
P0112,9,P2,11:00,15:00,7
P0113,9,P2,11:00,15:00,7
P0114,9,P2,11:00,15:00,7
P0115,9,P2,11:00,15:00,7
P0116,9,P2,11:00,15:00,7
P0117,9,P2,11:00,15:00,7
P0118,9,P2,11:00,15:00,7
P0119,9,P2,11:00,15:00,7
P0120,9,P2,11:00,15:00,7
P0121,9,P2,11:00,15:00,7
P0122,9,P2,11:00,15:00,8
P0123,9,P2,11:00,15:00,8
P0124,9,P2,11:00,15:00,8
P0125,9,P2,11:00,15:00,8
P0126,9,P2,11:00,15:00,8
P0127,9,P2,11:00,15:00,8
P0128,9,P2,11:00,15:00,8
P0129,9,P2,11:00,15:00,8
P0130,9,P2,11:00,15:00,8
P0131,9,P2,11:00,15:00,8
P0132,9,P2,11:00,15:00,8
P0133,9,P2,11:00,15:00,8
P0134,9,P2,11:00,15:00,8
P0135,9,P2,11:00,15:00,8
P0136,9,P2,11:00,15:00,8
P0137,9,P2,11:00,15:00,8
P0138,9,P2,11:00,15:00,8
P0139,9,P2,11:00,15:00,8
P0140,9,P2,11:00,15:00,8
P0141,9,P2,11:00,15:00,8
P0142,9,P2,11:00,15:00,8
P0143,9,P2,11:00,15:00,9
P0144,9,P2,11:00,15:00,9
P0145,9,P2,11:00,15:00,9
P0146,9,P2,11:00,15:00,9
P0147,9,P2,11:00,15:00,9
P0148,9,P2,11:00,15:00,9
P0149,9,P2,11:00,15:00,9
P0150,9,P3,12:00,16:00,3
P0151,9,P3,12:00,16:00,3
P0152,9,P3,12:00,16:00,3
P0153,9,P3,12:00,16:00,3
P0154,9,P3,12:00,16:00,3
P0155,9,P3,12:00,16:00,3
P0156,9,P3,12:00,16:00,3
P0157,9,P3,12:00,16:00,3
P0158,9,P3,12:00,16:00,3
P0159,9,P3,12:00,16:00,3
P0160,9,P3,12:00,16:00,3
P0161,9,P3,12:00,16:00,3
P0162,9,P3,12:00,16:00,3
P0163,9,P3,12:00,16:00,3
P0164,9,P3,12:00,16:00,3
P0165,9,P3,12:00,16:00,3
P0166,9,P3,12:00,16:00,3
P0167,9,P3,12:00,16:00,3
P0168,9,P3,12:00,16:00,3
P0169,9,P3,12:00,16:00,5
P0170,9,P3,12:00,16:00,5
P0171,9,P3,12:00,16:00,5
P0172,9,P3,12:00,16:00,5
P0173,9,P3,12:00,16:00,5
P0174,9,P3,12:00,16:00,5
P0175,9,P3,12:00,16:00,5
P0176,9,P3,12:00,16:00,5
P0177,9,P3,12:00,16:00,5
P0178,9,P3,12:00,16:00,5
P0179,9,P3,12:00,16:00,5
P0180,9,P3,12:00,16:00,5
P0181,9,P3,12:00,16:00,5
P0182,9,P3,12:00,16:00,5
P0183,9,P3,12:00,16:00,5
P0184,9,P3,12:00,16:00,5
P0185,9,P3,12:00,16:00,5
P0186,9,P3,12:00,16:00,5
P0187,9,P3,12:00,16:00,5
P0188,9,P3,12:00,16:00,5
P0189,9,P3,12:00,16:00,5
P0190,9,P3,12:00,16:00,5
P0001,10,P1,10:00,14:00,8
P0002,10,P1,10:00,14:00,8
P0003,10,P1,10:00,14:00,8
P0004,10,P1,10:00,14:00,8
P0005,10,P1,10:00,14:00,8
P0006,10,P1,10:00,14:00,8
P0007,10,P1,10:00,14:00,8
P0008,10,P1,10:00,14:00,8
P0009,10,P1,10:00,14:00,9
P0010,10,P1,10:00,14:00,9
P0011,10,P1,10:00,14:00,9
P0012,10,P1,10:00,14:00,9
P0013,10,P1,10:00,14:00,9
P0014,10,P1,10:00,14:00,9
P0015,10,P2,11:00,15:00,2
P0016,10,P2,11:00,15:00,2
P0017,10,P2,11:00,15:00,2
P0018,10,P2,11:00,15:00,2
P0019,10,P2,11:00,15:00,2
P0020,10,P2,11:00,15:00,2
P0021,10,P2,11:00,15:00,2
P0022,10,P2,11:00,15:00,2
P0023,10,P2,11:00,15:00,3
P0024,10,P2,11:00,15:00,3
P0025,10,P2,11:00,15:00,3
P0026,10,P2,11:00,15:00,3
P0027,10,P2,11:00,15:00,3
P0028,10,P2,11:00,15:00,3
P0029,10,P2,11:00,15:00,3
P0030,10,P2,11:00,15:00,3
P0031,10,P2,11:00,15:00,3
P0032,10,P2,11:00,15:00,3
P0033,10,P2,11:00,15:00,3
P0034,10,P2,11:00,15:00,3
P0035,10,P2,11:00,15:00,3
P0036,10,P2,11:00,15:00,3
P0037,10,P2,11:00,15:00,3
P0038,10,P2,11:00,15:00,3
P0039,10,P2,11:00,15:00,3
P0040,10,P2,11:00,15:00,3
P0041,10,P2,11:00,15:00,3
P0042,10,P2,11:00,15:00,3
P0043,10,P2,11:00,15:00,3
P0044,10,P2,11:00,15:00,3
P0045,10,P2,11:00,15:00,3
P0046,10,P2,11:00,15:00,3
P0047,10,P2,11:00,15:00,3
P0048,10,P2,11:00,15:00,3
P0049,10,P2,11:00,15:00,3
P0050,10,P2,11:00,15:00,3
P0051,10,P2,11:00,15:00,3
P0052,10,P2,11:00,15:00,3
P0053,10,P2,11:00,15:00,4
P0054,10,P2,11:00,15:00,4
P0055,10,P2,11:00,15:00,4
P0056,10,P2,11:00,15:00,4
P0057,10,P2,11:00,15:00,4
P0058,10,P2,11:00,15:00,5
P0059,10,P2,11:00,15:00,5
P0060,10,P2,11:00,15:00,5
P0061,10,P2,11:00,15:00,5
P0062,10,P2,11:00,15:00,5
P0063,10,P2,11:00,15:00,5
P0064,10,P2,11:00,15:00,5
P0065,10,P2,11:00,15:00,5
P0066,10,P2,11:00,15:00,5
P0067,10,P2,11:00,15:00,5
P0068,10,P2,11:00,15:00,5
P0069,10,P2,11:00,15:00,5
P0070,10,P2,11:00,15:00,6
P0071,10,P2,11:00,15:00,6
P0072,10,P2,11:00,15:00,6
P0073,10,P2,11:00,15:00,6
P0074,10,P2,11:00,15:00,6
P0075,10,P2,11:00,15:00,6
P0076,10,P2,11:00,15:00,6
P0077,10,P2,11:00,15:00,6
P0078,10,P2,11:00,15:00,6
P0079,10,P2,11:00,15:00,6
P0080,10,P2,11:00,15:00,6
P0081,10,P2,11:00,15:00,6
P0082,10,P2,11:00,15:00,6
P0083,10,P2,11:00,15:00,6
P0084,10,P2,11:00,15:00,6
P0085,10,P2,11:00,15:00,6
P0086,10,P2,11:00,15:00,6
P0087,10,P2,11:00,15:00,6
P0088,10,P2,11:00,15:00,6
P0089,10,P2,11:00,15:00,6
P0090,10,P2,11:00,15:00,6
P0091,10,P2,11:00,15:00,7
P0092,10,P2,11:00,15:00,7
P0093,10,P2,11:00,15:00,7
P0094,10,P2,11:00,15:00,9
P0095,10,P2,11:00,15:00,9
P0096,10,P2,11:00,15:00,9
P0097,10,P2,11:00,15:00,9
P0098,10,P2,11:00,15:00,9
P0099,10,P2,11:00,15:00,9
P0100,10,P2,11:00,15:00,9
P0101,10,P2,11:00,15:00,9
P0102,10,P2,11:00,15:00,9
P0103,10,P2,11:00,15:00,9
P0104,10,P2,11:00,15:00,10
P0105,10,P2,11:00,15:00,10
P0106,10,P2,11:00,15:00,10
P0107,10,P2,11:00,15:00,10
P0108,10,P2,11:00,15:00,10
P0109,10,P2,11:00,15:00,10
P0110,10,P2,11:00,15:00,10
P0111,10,P2,11:00,15:00,10
P0112,10,P2,11:00,15:00,10
P0113,10,P2,11:00,15:00,10
P0114,10,P2,11:00,15:00,10
P0115,10,P2,11:00,15:00,10
P0116,10,P2,11:00,15:00,10
P0117,10,P2,11:00,15:00,10
P0118,10,P2,11:00,15:00,10
P0119,10,P2,11:00,15:00,10
P0120,10,P2,11:00,15:00,10
P0121,10,P2,11:00,15:00,10
P0122,10,P2,11:00,15:00,10
P0123,10,P2,11:00,15:00,10
P0124,10,P2,11:00,15:00,10
P0125,10,P2,11:00,15:00,10
P0126,10,P2,11:00,15:00,10
P0127,10,P2,11:00,15:00,10
P0128,10,P4,13:00,17:00,1
P0129,10,P4,13:00,17:00,1
P0130,10,P4,13:00,17:00,1
P0131,10,P4,13:00,17:00,1
P0132,10,P4,13:00,17:00,1
P0133,10,P4,13:00,17:00,1
P0134,10,P4,13:00,17:00,1
P0135,10,P4,13:00,17:00,1
P0136,10,P4,13:00,17:00,1
P0137,10,P4,13:00,17:00,1
P0138,10,P4,13:00,17:00,1
P0139,10,P4,13:00,17:00,1
P0140,10,P4,13:00,17:00,1
P0141,10,P4,13:00,17:00,1
P0142,10,P4,13:00,17:00,1
P0143,10,P4,13:00,17:00,1
P0144,10,P4,13:00,17:00,1
P0145,10,P4,13:00,17:00,1
P0146,10,P4,13:00,17:00,1
P0147,10,P4,13:00,17:00,1
P0148,10,P4,13:00,17:00,2
P0149,10,P4,13:00,17:00,2
P0150,10,P4,13:00,17:00,2
P0151,10,P4,13:00,17:00,2
P0152,10,P4,13:00,17:00,2
P0153,10,P4,13:00,17:00,2
P0154,10,P4,13:00,17:00,2
P0155,10,P4,13:00,17:00,2
P0156,10,P4,13:00,17:00,4
P0157,10,P4,13:00,17:00,4
P0158,10,P4,13:00,17:00,4
P0159,10,P4,13:00,17:00,4
P0160,10,P4,13:00,17:00,4
P0161,10,P4,13:00,17:00,4
P0162,10,P4,13:00,17:00,4
P0163,10,P4,13:00,17:00,4
P0164,10,P4,13:00,17:00,4
P0165,10,P4,13:00,17:00,4
P0166,10,P4,13:00,17:00,4
P0167,10,P4,13:00,17:00,4
P0168,10,P4,13:00,17:00,4
P0169,10,P4,13:00,17:00,5
P0170,10,P4,13:00,17:00,5
P0171,10,P4,13:00,17:00,5
P0172,10,P4,13:00,17:00,5
P0173,10,P4,13:00,17:00,5
P0174,10,P4,13:00,17:00,5
P0175,10,P4,13:00,17:00,5
P0176,10,P4,13:00,17:00,5
P0177,10,P4,13:00,17:00,5
P0178,10,P4,13:00,17:00,5
P0179,10,P4,13:00,17:00,5
P0180,10,P4,13:00,17:00,5
P0181,10,P4,13:00,17:00,5
P0182,10,P4,13:00,17:00,5
P0183,10,P4,13:00,17:00,7
P0184,10,P4,13:00,17:00,7
P0185,10,P4,13:00,17:00,7
P0186,10,P4,13:00,17:00,7
P0187,10,P4,13:00,17:00,7
P0188,10,P4,13:00,17:00,7
P0189,10,P4,13:00,17:00,7
P0190,10,P4,13:00,17:00,7
P0191,10,P4,13:00,17:00,7
P0192,10,P4,13:00,17:00,7
P0193,10,P4,13:00,17:00,7
P0194,10,P4,13:00,17:00,7
